Instance,Cluster,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class
118,#45303B,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,1,1
236,#45303B,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,2,1,1
128,#45303B,1,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,2,0,2,1,1
114,#45303B,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,0,1,0,2,1,1
125,#45303B,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1
345,#45303B,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,2,1,1
71,#45303B,1,2,0,0,0,1,0,2,0,0,0,2,0,0,1,0,2,1,2,2,1
200,#45303B,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
33,#45303B,1,0,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,1,1
169,#45303B,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1
244,#45303B,1,1,1,1,0,1,2,1,0,0,1,1,0,0,1,0,0,1,2,1,1
1135,#45303B,1,0,0,0,2,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0
836,#45303B,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
901,#45303B,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
832,#45303B,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0
987,#45303B,1,1,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,1,0,0,0
920,#45303B,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
166,#45303B,1,1,0,0,1,2,1,0,1,1,0,0,0,1,1,0,2,2,2,1,1
1030,#45303B,1,1,1,0,0,0,1,0,1,1,0,2,0,1,0,1,1,1,0,0,0
970,#45303B,1,1,0,0,1,2,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1006,#45303B,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
854,#45303B,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0
842,#45303B,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
947,#45303B,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
828,#45303B,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
948,#45303B,2,0,0,1,1,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0
1018,#45303B,1,1,0,1,0,2,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0
862,#45303B,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0
871,#45303B,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0
1010,#45303B,1,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1117,#45303B,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1134,#45303B,1,1,0,1,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0
988,#45303B,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0
908,#45303B,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0
1031,#45303B,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1114,#45303B,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0
271,#45303B,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,2,1,1
395,#45303B,0,2,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,2,1,1
179,#45303B,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,2,1,2,1,1
341,#45303B,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,2,2,1
156,#45303B,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,2,2,1,1
223,#45303B,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,2,2,1
126,#45303B,0,0,0,0,0,2,2,2,0,1,1,1,0,0,1,0,1,0,2,2,1
165,#45303B,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,2,1,1
262,#45303B,0,1,1,0,0,1,1,1,0,1,1,1,0,0,2,0,1,0,2,1,1
28,#45303B,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,1,1
390,#45303B,0,2,0,0,0,1,2,0,0,1,1,0,0,1,2,1,1,0,2,1,1
139,#45303B,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,2,2,1
243,#45303B,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1
103,#45303B,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,2,1,2,1,1
216,#45303B,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1
245,#45303B,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1
299,#45303B,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1
360,#45303B,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,1,1,2,1,1
224,#45303B,0,1,0,1,0,2,1,0,0,0,0,1,0,2,1,0,2,0,2,1,1
44,#45303B,0,1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1
197,#45303B,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,1,1,0,2,1,1
110,#45303B,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,1
155,#45303B,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
246,#45303B,0,0,0,1,0,0,1,0,0,0,1,2,0,1,1,1,1,0,2,1,1
90,#45303B,0,0,0,1,0,2,1,1,0,0,1,2,0,0,0,2,2,0,2,1,1
313,#45303B,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,2,0,0,2,2,1
211,#45303B,0,1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,2,0,2,1,1
263,#45303B,0,1,0,0,0,1,2,2,0,0,1,0,0,1,2,0,1,0,2,1,1
99,#45303B,0,2,0,0,0,1,2,1,0,0,1,2,0,0,0,1,2,0,2,1,1
247,#45303B,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,2,1,0,2,2,1
265,#45303B,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,2,1,1
